FID;ID_UC0;NOME_UC1;ID_WCMC2;CATEGORI3;GRUPO4;ESFERA5;ANO_CRIA6;GID7;QUALIDAD8;ATO_LEGA9;DT_ULTIM10;CODIGO_U11;NOME_ORG12;POINT_X;POINT_Y
905;2082;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CATEDRAL DO JALAPÃO; ;Reserva Particular do Patrimônio Natural;US;federal;2010;10100;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 58 de 28/07/2010;26/08/2011;0000.00.2082;Instituto Chico Mendes de Conservação da Biodiversidade;-46.885571;-10.138201
906;1431;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CARROULA; ;Reserva Particular do Patrimônio Natural;US;federal;2003;9060;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 175 de 03/01/2003;26/08/2011;0000.00.1431;Instituto Chico Mendes de Conservação da Biodiversidade;-39.132856;-16.909873
907;3066;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DO GUIGO; ;Reserva Particular do Patrimônio Natural;US;federal;2014;10613;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 70 de 30/06/2014;01/08/2014;0000.00.3066;Instituto Chico Mendes de Conservação da Biodiversidade;-38.489033;-12.406895
908;1141;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SUSPIRO; ;Reserva Particular do Patrimônio Natural;US;federal;1999;9505;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 3-N de 02/02/1999;26/08/2011;0000.00.1141;Instituto Chico Mendes de Conservação da Biodiversidade;-42.918847;-22.396559
909;2141;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NEIVA, PATRÍCIA, CLÁUDIA E ALEXANDRA; ;Reserva Particular do Patrimônio Natural;US;federal;2009;9569;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 20 de 22/04/2009;26/08/2011;0000.00.2141;Instituto Chico Mendes de Conservação da Biodiversidade;-42.496482;-22.698412
910;3070;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SERRA DAS ALMAS DE RIO DE CONTAS; ;Reserva Particular do Patrimônio Natural;US;federal;2014;10621;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 72 de 30/06/2014;01/08/2014;0000.00.3070;Instituto Chico Mendes de Conservação da Biodiversidade;-41.877453;-13.546979
911;172;PARQUE NACIONAL DO IGUAÇU;60;Parque;PI;federal;1939;1840;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 1035 de 10/01/1939;27/09/2007;0000.00.0172;Instituto Chico Mendes de Conservação da Biodiversidade;-53.888347;-25.402950
912;56;ESTAÇÃO ECOLÓGICA DE JUTAÍ-SOLIMÕES;10845;Estação Ecológica;PI;federal;1983;3526;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 88541 de 21/07/1983;11/02/2016;0000.00.0056;Instituto Chico Mendes de Conservação da Biodiversidade;-67.590042;-3.145844
913;138;PARQUE NACIONAL DA CHAPADA DOS GUIMARÃES;19273;Parque;PI;federal;1989;205;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 97656 de 12/04/1989;23/04/2010;0000.00.0138;Instituto Chico Mendes de Conservação da Biodiversidade;-55.882364;-15.323995
914;227;RESERVA EXTRATIVISTA MARACANÃ;351781;Reserva Extrativista;US;federal;2002;1778;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº S/N de 16/12/2002;15/02/2016;0000.00.0227;Instituto Chico Mendes de Conservação da Biodiversidade;-47.480703;-0.717487
915;104;FLORESTA NACIONAL DE PAU-ROSA;351835;Floresta;US;federal;2001;8627;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº S/N de 08/08/2001;08/11/2013;0000.00.0104;Instituto Chico Mendes de Conservação da Biodiversidade;-58.040735;-4.689991
916;1241;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA LAGEADO; ;Reserva Particular do Patrimônio Natural;US;federal;1990;10234;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 393 de 02/04/1990;26/08/2011;0000.00.1241;Instituto Chico Mendes de Conservação da Biodiversidade;-55.397170;-20.230632
917;1158;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SESC TEPEQUÉM; ;Reserva Particular do Patrimônio Natural;US;federal;2001;10961;Esquemático (O poligono é uma representação esquemática da dimensão da unidade).;Portaria nº 19 de 02/03/2001;20/08/2014;0000.00.1158;Instituto Chico Mendes de Conservação da Biodiversidade;-60.675328;2.823842
918;1433;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MÃE DA MATA; ;Reserva Particular do Patrimônio Natural;US;federal;2004;9244;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 32 de 10/03/2004;26/08/2011;0000.00.1433;Instituto Chico Mendes de Conservação da Biodiversidade;-39.099918;-14.829667
919;114;FLORESTA NACIONAL DO AMAZONAS;31759;Floresta;US;federal;1989;167;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 97546 de 01/03/1989;29/04/2011;0000.00.0114;Instituto Chico Mendes de Conservação da Biodiversidade;-63.752572;1.302787
920;9;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DOS CORAIS;31752;Área de Proteção Ambiental;US;federal;1997;1827;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº s/n de 23/10/1997;27/09/2007;0000.00.0009;Instituto Chico Mendes de Conservação da Biodiversidade;-35.188569;-9.229307
921;3094;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ÁGUAS CLARAS; ;Reserva Particular do Patrimônio Natural;US;federal;2013;10694;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 22 de 25/09/2013;01/08/2014;0000.00.3094;Instituto Chico Mendes de Conservação da Biodiversidade;-45.227613;-23.311863
922;3642;MONUMENTO NATURAL DAS ILHAS DE TRINDADE, MARTIM VAZ E DO MONTE COLUMBIA; ;Monumento Natural;PI;federal;2018;14375;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 9312 de 20/03/2018;02/04/2018;0000.00.3642;Instituto Chico Mendes de Conservação da Biodiversidade;-30.009576;-20.340524
923;2180;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA LEÃO DA MONTANHA; ;Reserva Particular do Patrimônio Natural;US;federal;2008;9746;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 34 de 23/05/2008;26/08/2011;0000.00.2180;Instituto Chico Mendes de Conservação da Biodiversidade;-49.372043;-27.996652
924;170;PARQUE NACIONAL DO CATIMBAU;351760;Parque;PI;federal;2002;258;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº S/N de 13/12/2002;27/09/2007;0000.00.0170;Instituto Chico Mendes de Conservação da Biodiversidade;-37.346857;-8.503393
925;1605;FLORESTA NACIONAL DE NEGREIROS; ;Floresta;US;federal;2007;2288;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº S/N de 11/10/2007;23/04/2010;0000.00.1605;Instituto Chico Mendes de Conservação da Biodiversidade;-39.422530;-7.971685
926;215;RESERVA BIOLÓGICA DE POÇO DAS ANTAS;49;Reserva Biológica;PI;federal;1974;1860;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 73791 de 11/03/1974;17/02/2012;0000.00.0215;Instituto Chico Mendes de Conservação da Biodiversidade;-42.276279;-22.549307
927;2117;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GRUTINHA; ;Reserva Particular do Patrimônio Natural;US;federal;2009;9679;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 05 de 13/02/2009;26/08/2011;0000.00.2117;Instituto Chico Mendes de Conservação da Biodiversidade;-48.933548;-27.291696
928;3067;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GUANANDI; ;Reserva Particular do Patrimônio Natural;US;federal;2012;10615;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 76 de 27/06/2012;01/08/2014;0000.00.3067;Instituto Chico Mendes de Conservação da Biodiversidade;-39.079159;-14.512396
929;130;FLORESTA NACIONAL DE PASSO FUNDO;10814;Floresta;US;federal;1968;192;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Portaria nº 561 de 25/10/1968;24/09/2007;0000.00.0130;Instituto Chico Mendes de Conservação da Biodiversidade;-52.186657;-28.313800
930;3077;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL AURORA NATURA; ;Reserva Particular do Patrimônio Natural;US;federal;2012;10635;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 108 de 15/10/2012;01/08/2014;0000.00.3077;Instituto Chico Mendes de Conservação da Biodiversidade;-46.397192;-12.709884
931;153;PARQUE NACIONAL DA SERRA GERAL;67624;Parque;PI;federal;1992;230;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 531 de 20/05/1992;29/11/2007;0000.00.0153;Instituto Chico Mendes de Conservação da Biodiversidade;-50.011930;-29.122298
932;1266;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DA CALIFÓRNIA; ;Reserva Particular do Patrimônio Natural;US;federal;1997;10391;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 172-N de 30/12/1997;26/08/2011;0000.00.1266;Instituto Chico Mendes de Conservação da Biodiversidade;-39.912153;-16.204863
933;2133;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MARIE CAMILLE; ;Reserva Particular do Patrimônio Natural;US;federal;2009;9554;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 13 de 19/03/2009;26/08/2011;0000.00.2133;Instituto Chico Mendes de Conservação da Biodiversidade;-42.304387;-22.269856
934;247;RESERVA EXTRATIVISTA MARINHA ARAI-PEROBA;351798;Reserva Extrativista;US;federal;2005;1774;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto legislativo nº S/N de 23/05/2005;26/09/2007;0000.00.0247;Instituto Chico Mendes de Conservação da Biodiversidade;-46.475333;-0.985306
935;34;MONUMENTO NATURAL DAS ILHAS CAGARRAS;351724;Monumento Natural;PI;federal;1989;4059;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Resolução nº 11 de 14/09/1989;23/08/2010;0000.00.0034;Instituto Chico Mendes de Conservação da Biodiversidade;-43.196843;-23.051400
936;1239;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SANTA HELENA - RN; ;Reserva Particular do Patrimônio Natural;US;federal;2006;10006;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 17 de 09/03/2006;26/08/2011;0000.00.1239;Instituto Chico Mendes de Conservação da Biodiversidade;-36.021986;-5.090220
937;287;RESERVA EXTRATIVISTA LAGO DO CEDRO;351837;Reserva Extrativista;US;federal;2006;11097;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº S/N de 12/09/2006;25/09/2007;0000.00.0287;Instituto Chico Mendes de Conservação da Biodiversidade;-51.015436;-14.750667
938;213;RESERVA BIOLÓGICA DO UATUMÃ;31752;Reserva Biológica;PI;federal;1990;1603;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº DECRETO N° 99.277 de 06/06/1990;11/02/2016;0000.00.0213;Instituto Chico Mendes de Conservação da Biodiversidade;-59.457431;-1.227097
939;1628;RESERVA EXTRATIVISTA ITUXí; ;Reserva Extrativista;US;federal;2008;2370;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº S/N de 06/06/2008;02/03/2016;0000.00.1628;Instituto Chico Mendes de Conservação da Biodiversidade;-65.287348;-8.373287
940;55;ESTAÇÃO ECOLÓGICA DE IQUÊ;2217;Estação Ecológica;PI;federal;1981;1816;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 86061 de 03/06/1981;27/04/2011;0000.00.0055;Instituto Chico Mendes de Conservação da Biodiversidade;-59.301243;-12.064083
941;70;ESTAÇÃO ECOLÓGICA DO TAIM;7908;Estação Ecológica;PI;federal;1986;13475;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 92963 de 21/07/1986;27/09/2007;0000.00.0070;Instituto Chico Mendes de Conservação da Biodiversidade;-52.558806;-32.727792
942;211;RESERVA BIOLÓGICA DO TAPIRAPÉ;6074;Reserva Biológica;PI;federal;1989;319;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 97719 de 05/05/1989;26/02/2016;0000.00.0211;Instituto Chico Mendes de Conservação da Biodiversidade;-50.611599;-5.629308
943;3080;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ILHA ENCANTADA; ;Reserva Particular do Patrimônio Natural;US;federal;2013;10666;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 257 de 06/12/2013;01/08/2014;0000.00.3080;Instituto Chico Mendes de Conservação da Biodiversidade;-37.695986;-4.568224
944;132;FLORESTA NACIONAL DA RESTINGA DE CABEDELO;351791;Floresta;US;federal;2004;1842;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº S/N de 02/06/2004;26/09/2007;0000.00.0132;Instituto Chico Mendes de Conservação da Biodiversidade;-34.856236;-7.063644
945;2;ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU;351741;Área de Proteção Ambiental;US;federal;1989;2;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 98182 de 28/09/1989;23/04/2010;0000.00.0002;Instituto Chico Mendes de Conservação da Biodiversidade;-44.472478;-15.021030
946;161;PARQUE NACIONAL DE ILHA GRANDE;351793;Parque;PI;federal;1997;11899;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº S/N de 30/09/1997;25/04/2011;0000.00.0161;Instituto Chico Mendes de Conservação da Biodiversidade;-53.990431;-23.691554
947;2166;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA FAZENDA BONITO DE CIMA II; ;Reserva Particular do Patrimônio Natural;US;federal;2007;10439;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 8 de 15/10/2007;26/08/2011;0000.00.2166;Instituto Chico Mendes de Conservação da Biodiversidade;-46.961167;-18.515820
948;43;ÁREA DE RELEVANTE INTERESSE ECOLÓGICA PROJETO DINÂMICA BIOLÓGICA DE FRAGMENTOS FLORESTAIS;67692;Área de Relevante Interesse Ecológico;US;federal;1985;64;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 91884 de 05/11/1985;27/09/2007;0000.00.0043;Instituto Chico Mendes de Conservação da Biodiversidade;-59.848155;-2.408035
949;97;FLORESTA NACIONAL DE JACUNDÁ;351792;Floresta;US;federal;2004;143;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº S/N de 01/12/2004;29/04/2011;0000.00.0097;Instituto Chico Mendes de Conservação da Biodiversidade;-63.047798;-8.458409
950;52;ESTAÇÃO ECOLÓGICA DE CARIJÓS;10822;Estação Ecológica;PI;federal;1987;74;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 94656 de 20/07/1987;27/09/2007;0000.00.0052;Instituto Chico Mendes de Conservação da Biodiversidade;-48.507976;-27.477117
951;50;ESTAÇÃO ECOLÓGICA DE ARACURI-ESMERALDA;2216;Estação Ecológica;PI;federal;1981;72;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 86061 de 02/06/1981;29/11/2007;0000.00.0050;Instituto Chico Mendes de Conservação da Biodiversidade;-51.166668;-28.224045
952;3519;PARQUE NACIONAL DOS CAMPOS FERRUGINOSOS; ;Parque;PI;federal;2017;13466;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº s/n de 06/06/2017;26/06/2017;0000.00.3519;Instituto Chico Mendes de Conservação da Biodiversidade;-50.129368;-6.292314
953;69;ESTAÇÃO ECOLÓGICA DO SERIDÓ;5123;Estação Ecológica;PI;federal;1982;99;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 87222 de 31/05/1982;27/09/2007;0000.00.0069;Instituto Chico Mendes de Conservação da Biodiversidade;-37.255114;-6.587219
954;176;PARQUE NACIONAL PAU BRASIL;198353;Parque;PI;federal;1999;4005;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº S/N de 20/04/1999;15/07/2010;0000.00.0176;Instituto Chico Mendes de Conservação da Biodiversidade;-39.255375;-16.498011
955;2211;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTUÁRIO RÃ-BUGIO II; ;Reserva Particular do Patrimônio Natural;US;federal;2008;9761;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 16 de 19/03/2008;26/08/2011;0000.00.2211;Instituto Chico Mendes de Conservação da Biodiversidade;-48.960148;-26.435344
956;201;RESERVA BIOLÓGICA DE SOORETAMA;47;Reserva Biológica;PI;federal;1982;304;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 87588 de 20/09/1982;28/09/2007;0000.00.0201;Instituto Chico Mendes de Conservação da Biodiversidade;-40.116165;-19.007167
957;11;ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA;18733;Área de Proteção Ambiental;US;federal;1985;16;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 91304 de 06/06/1985;12/04/2010;0000.00.0011;Instituto Chico Mendes de Conservação da Biodiversidade;-44.953574;-22.379394
958;1434;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA ARTE VERDE; ;Reserva Particular do Patrimônio Natural;US;federal;1998;9090;Esquemático (O poligono é uma representação esquemática da dimensão da unidade).;Portaria nº 114-N de 17/08/1998;26/08/2011;0000.00.1434;Instituto Chico Mendes de Conservação da Biodiversidade;-39.049446;-14.788889
959;223;RESERVA EXTRATIVISTA CHOCOARÉ-MATO GROSSO;351822;Reserva Extrativista;US;federal;2002;1769;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº S/N de 16/12/2002;05/02/2016;0000.00.0223;Instituto Chico Mendes de Conservação da Biodiversidade;-47.395404;-0.890851
960;3068;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RIO DA BARRA; ;Reserva Particular do Patrimônio Natural;US;federal;2011;10617;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 81 de 17/10/2011;01/08/2014;0000.00.3068;Instituto Chico Mendes de Conservação da Biodiversidade;-39.109289;-16.551763
961;2164;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA DO SOSSEGO I; ;Reserva Particular do Patrimônio Natural;US;federal;2007;9586;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 35 de 20/04/2007;26/08/2011;0000.00.2164;Instituto Chico Mendes de Conservação da Biodiversidade;-42.347338;-22.409888
962;85;FLORESTA NACIONAL DE BALATA-TUFARI;351820;Floresta;US;federal;2005;2369;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº S/N de 18/02/2005;31/05/2011;0000.00.0085;Instituto Chico Mendes de Conservação da Biodiversidade;-63.922804;-7.038228
963;232;RESERVA EXTRATIVISTA DO CAZUMBÁ-IRACEMA;351756;Reserva Extrativista;US;federal;2002;1451;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº s/n de 19/10/2002;16/03/2016;0000.00.0232;Instituto Chico Mendes de Conservação da Biodiversidade;-69.472655;-9.513869
964;202;RESERVA BIOLÓGICA DE UNA;48;Reserva Biológica;PI;federal;1980;3646;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 85463 de 10/12/1980;25/03/2010;0000.00.0202;Instituto Chico Mendes de Conservação da Biodiversidade;-39.105156;-15.176492
965;126;FLORESTA NACIONAL DE MAPIÁ-INAUINÍ;31763;Floresta;US;federal;1989;187;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 98051 de 14/08/1989;26/09/2007;0000.00.0126;Instituto Chico Mendes de Conservação da Biodiversidade;-68.172989;-8.330427
966;286;RESERVA EXTRATIVISTA  DO RECANTO DAS ARARAS DE TERRA RONCA;351836;Reserva Extrativista;US;federal;2006;414;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº S/N de 12/09/2006;24/09/2007;0000.00.0286;Instituto Chico Mendes de Conservação da Biodiversidade;-46.294829;-13.694138
967;63;ESTAÇÃO ECOLÓGICA DE TAMOIOS;116085;Estação Ecológica;PI;federal;1990;92;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 98864 de 23/01/1990;25/07/2012;0000.00.0063;Instituto Chico Mendes de Conservação da Biodiversidade;-44.484192;-23.062223
968;3084;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FONTE DE LUZ; ;Reserva Particular do Patrimônio Natural;US;federal;2013;10674;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 258 de 06/12/2013;01/08/2014;0000.00.3084;Instituto Chico Mendes de Conservação da Biodiversidade;-40.486400;-3.532839
969;3085;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SAMUEL NOBRE; ;Reserva Particular do Patrimônio Natural;US;federal;2014;10676;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 23 de 07/03/2014;01/08/2014;0000.00.3085;Instituto Chico Mendes de Conservação da Biodiversidade;-38.552965;-5.099029
970;8;ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE;198356;Área de Proteção Ambiental;US;federal;1997;12;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº sn de 04/08/1997;27/04/2011;0000.00.0008;Instituto Chico Mendes de Conservação da Biodiversidade;-40.014494;-7.397142
971;49;PARQUE NACIONAL DE ANAVILHANAS;2215;Parque;PI;federal;1981;5258;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Decreto nº 86061 de 02/06/1981;11/02/2016;0000.00.0049;Instituto Chico Mendes de Conservação da Biodiversidade;-60.819876;-2.467617
972;3112;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTUÁRIO DAS PEDRAS; ;Reserva Particular do Patrimônio Natural;US;federal;2014;10874;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 50 de 02/05/2014;01/08/2014;0000.00.3112;Instituto Chico Mendes de Conservação da Biodiversidade;-47.329925;-14.173447
973;48;ESTAÇÃO ECOLÓGICA DE AIUABA;10846;Estação Ecológica;PI;federal;2001;8268;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº s/n de 06/02/2001;27/09/2007;0000.00.0048;Instituto Chico Mendes de Conservação da Biodiversidade;-40.214230;-6.681896
974;206;RESERVA BIOLÓGICA DO GUAPORÉ;5126;Reserva Biológica;PI;federal;1982;312;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 87587 de 20/09/1982;12/03/2010;0000.00.0206;Instituto Chico Mendes de Conservação da Biodiversidade;-62.790621;-12.519505
975;262;PARQUE NACIONAL DAS ARAUCÁRIAS;351804;Parque;PI;federal;2005;390;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº S/N de 20/10/2005;29/11/2007;0000.00.0262;Instituto Chico Mendes de Conservação da Biodiversidade;-51.940121;-26.773935
976;208;RESERVA BIOLÓGICA DO JARU;44;Reserva Biológica;PI;federal;1979;1599;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 83716 de 11/07/1979;02/02/2016;0000.00.0208;Instituto Chico Mendes de Conservação da Biodiversidade;-61.711976;-9.841125
